Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep
1032,OTU1032,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY344429.1.1480
394,OTU394,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061412.1.1442
1736,OTU1736,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EU188189.1.1494
755,OTU755,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF574195.1.1480
845,OTU845,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FJ497554.1.1456
3398,OTU3398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GU108528.1.1398
606,OTU606,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ377798.1.1238
1830,OTU1830,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AF114496.1.1495
281,OTU281,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU235719.1.1348
1815,OTU1815,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,DQ117432.1.1510
516,OTU516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JQ860235.1.1434
1285,OTU1285,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,HM057630.1.1500
361,OTU361,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800195.1.1400
482,OTU482,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF574604.1.1446
869,OTU869,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EU935239.1.1480
999,OTU999,Bacteria,Proteobacteria,Elev-16S-509,,,,EF575095.1.1460
936,OTU936,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,FJ745211.1.1387
983,OTU983,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY664172.1.1229
700,OTU700,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY727010.1.1237
892,OTU892,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,DQ300608.1.1456
815,OTU815,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,JX537832.1.1385
583,OTU583,Bacteria,Cyanobacteria,Chloroplast,,,,EF574673.1.1448
745,OTU745,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ745057.1.1366
4145,OTU4145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,JN874273.1.1457
857,OTU857,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,FJ497517.1.1437
949,OTU949,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marine group,FJ745172.1.1390
769,OTU769,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020428427.340.1780
758,OTU758,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800540.1.1371
522,OTU522,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU801104.1.1437
1696,OTU1696,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AJ240914.1.1494
3149,OTU3149,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FJ826163.1.1477
756,OTU756,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ671967.1.1514
1890,OTU1890,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EF646149.1.1472
259,OTU259,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,AACY020490277.719.2228
254,OTU254,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020563509.792.2305
174,OTU174,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664015.1.1220
536,OTU536,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS7 marine group,DQ395552.1.1518
1922,OTU1922,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,HM117554.1.1400
434,OTU434,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU795215.10977.12472
667,OTU667,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU799550.1.1480
1076,OTU1076,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EU799855.1.1453
506,OTU506,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GQ348141.1.1375
707,OTU707,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,FJ744819.1.1371
365,OTU365,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Candidatus Pelagibacter,EU800190.1.1369
651,OTU651,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EU919854.1.1457
219,OTU219,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,EU800186.1.1306
1319,OTU1319,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,HQ672169.1.1454
594,OTU594,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU800040.1.1438
407,OTU407,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234909.1.1324
617,OTU617,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU799834.1.1421
907,OTU907,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,FN433328.1.1525
1763,OTU1763,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,GQ346902.1.1366
2771,OTU2771,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus,JQ225391.1.1340
1429,OTU1429,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU394556.1.1501
1154,OTU1154,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,JQ712062.1.1490
849,OTU849,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,AM747332.1.1244
795,OTU795,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,EF574980.1.1467
868,OTU868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,EU802820.1.1447
752,OTU752,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EU799623.1.1467
1822,OTU1822,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis,JN233106.1.1375
260,OTU260,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,EF574657.1.1483
319,OTU319,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EU802945.1.1378
1762,OTU1762,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,FJ826317.1.1453
2056,OTU2056,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,JF421214.1.1484
296,OTU296,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,GQ337163.1.1448
155,OTU155,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,JN547476.1.1428
248,OTU248,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802803.1.1440
337,OTU337,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802968.1.1439
571,OTU571,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,HQ673415.1.1504
301,OTU301,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF572097.1.1449
2470,OTU2470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,JX391777.1.1460
471,OTU471,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672328.1.1435
192,OTU192,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726917.1.1225
3470,OTU3470,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,HQ696463.1.1494
511,OTU511,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF572756.1.1449
489,OTU489,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,FR684345.1.1446
534,OTU534,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EU802872.1.1478
631,OTU631,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061430.1.1450
808,OTU808,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ347099.1.1399
422,OTU422,Archaea,Thaumarchaeota,Marine Group I,,,,AB193967.1.1440
1083,OTU1083,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ348168.1.1389
993,OTU993,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS2b marine group,DQ009434.1.2078
527,OTU527,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ163172.1.1373
290,OTU290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,GQ337098.1.1445
737,OTU737,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,FJ980777.1.1485
356,OTU356,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673841.1.1523
380,OTU380,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673916.1.1435
1040,OTU1040,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ347371.1.1373
1072,OTU1072,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,FJ615186.1.1437
405,OTU405,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673904.1.1436
966,OTU966,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,EU333882.1.1464
891,OTU891,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,EU686612.24178.25713
1546,OTU1546,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GU145517.1.1480
1079,OTU1079,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,EU695223.1.1461
850,OTU850,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,JQ678490.1.1491
957,OTU957,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HM799123.1.1429
512,OTU512,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802572.1.1439
1007,OTU1007,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AB125366.1.1479
463,OTU463,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ337204.1.1522
551,OTU551,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375271.1.1521
767,OTU767,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672457.1.1520
1112,OTU1112,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,GQ351147.1.1502
310,OTU310,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,EU686628.16674.18140
786,OTU786,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,GQ921469.1.1495
977,OTU977,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU799540.1.1504
472,OTU472,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674623.1.1540
940,OTU940,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678431.1.1528
836,OTU836,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673734.1.1524
1008,OTU1008,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674572.1.1522
713,OTU713,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673390.1.1528
200,OTU200,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674246.1.1475
740,OTU740,Bacteria,Chloroflexi,SAR202 clade,,,,HQ672793.1.1475
1452,OTU1452,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,DQ396346.1.1452
734,OTU734,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673846.1.1521
918,OTU918,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,JQ678468.1.1495
1169,OTU1169,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,FJ745009.1.1372
355,OTU355,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ163255.1.1374
1159,OTU1159,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,GQ346427.1.1433
574,OTU574,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ673163.1.1436
806,OTU806,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673908.1.1463
33,OTU33,Archaea,Thaumarchaeota,Marine Group I,,,,EU686623.12708.14181
2082,OTU2082,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,DQ396294.1.1513
1589,OTU1589,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,AY726848.1.1212
564,OTU564,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221123.1.914
619,OTU619,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SUP05 cluster,,GQ350128.1.1378
552,OTU552,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674579.1.1521
642,OTU642,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672861.1.1522
271,OTU271,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU803064.1.1484
294,OTU294,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,EF574626.1.1492
899,OTU899,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,AACY020544257.531.2038
393,OTU393,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802670.1.1499
287,OTU287,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,EF574788.1.1492
810,OTU810,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AACY020329935.165.1672
263,OTU263,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU803169.1.1499
515,OTU515,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573194.1.1484
349,OTU349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EF572123.1.1446
238,OTU238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,KC002117.1.1316
908,OTU908,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS7 marine group,EF574837.1.1497
350,OTU350,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802831.1.1482
497,OTU497,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573122.1.1485
746,OTU746,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,FQ032826.22493.24014
265,OTU265,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802302.1.1503
360,OTU360,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802901.1.1499
188,OTU188,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802434.1.1365
205,OTU205,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU061948.1.1441
208,OTU208,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802983.1.1388
503,OTU503,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,FJ745259.1.1364
565,OTU565,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,FJ745081.1.1358
165,OTU165,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234848.1.1327
716,OTU716,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,EF572198.1.1478
726,OTU726,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,EU800621.1.1499
98,OTU98,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671891.1.1439
58,OTU58,Archaea,Thaumarchaeota,Marine Group I,,,,GU234305.1.1334
87,OTU87,Archaea,Thaumarchaeota,Marine Group I,,,,AB193965.1.1440
121,OTU121,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU686640.25381.26914
142,OTU142,Archaea,Thaumarchaeota,Marine Group I,,,,AB461943.1.1310
222,OTU222,Archaea,Thaumarchaeota,Marine Group I,,,,AB194003.1.1440
193,OTU193,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220558.1.915
190,OTU190,Archaea,Thaumarchaeota,Marine Group I,,,,AJXC01000443.5756.7214
264,OTU264,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221732.1.914
247,OTU247,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150822.1.1353
212,OTU212,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150819.1.1297
234,OTU234,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150824.1.1353
211,OTU211,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU686643.5839.7313
541,OTU541,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222055.1.909
543,OTU543,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220924.1.916
635,OTU635,Archaea,Thaumarchaeota,Marine Group I,,,,AB193958.1.1441
585,OTU585,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221717.1.914
718,OTU718,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ672840.1.1446
333,OTU333,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,AANC01000011.208.1734
732,OTU732,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222467.1.914
804,OTU804,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222294.1.913
560,OTU560,Archaea,Thaumarchaeota,Marine Group I,,,,AB193999.1.1440
553,OTU553,Archaea,Thaumarchaeota,Marine Group I,,,,EU686615.30301.31771
526,OTU526,Archaea,Thaumarchaeota,Marine Group I,,,,GU234599.1.1319
447,OTU447,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672746.1.1512
926,OTU926,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,GQ351233.1.1485
989,OTU989,Archaea,Thaumarchaeota,Marine Group I,,,,EF597695.1.942
884,OTU884,Archaea,Thaumarchaeota,Marine Group I,,,,AY627439.1.1193
929,OTU929,Archaea,Thaumarchaeota,Marine Group I,,,,HM103738.1.947
1168,OTU1168,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,HQ673682.1.1487
628,OTU628,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150820.1.1353
372,OTU372,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674329.1.1524
956,OTU956,Archaea,Thaumarchaeota,Marine Group I,,,,AB193988.1.1441
596,OTU596,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375276.1.1509
696,OTU696,Archaea,Thaumarchaeota,Marine Group I,,,,AF121987.1.935
787,OTU787,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ673808.1.1478
1208,OTU1208,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220648.1.914
750,OTU750,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150810.1.1353
1019,OTU1019,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221251.1.914
1209,OTU1209,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,AY726938.1.1253
1617,OTU1617,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ672684.1.1504
1172,OTU1172,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ673602.1.1482
986,OTU986,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ674102.1.1479
1462,OTU1462,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,HQ672823.1.1517
1082,OTU1082,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221803.1.914
736,OTU736,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,GU940873.1.1401
266,OTU266,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EU802606.1.1200
729,OTU729,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus,GU062019.1.1504
401,OTU401,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JQ062671.1.1498
438,OTU438,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EF572504.1.1492
981,OTU981,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,EU802936.1.1504
1515,OTU1515,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,AM945668.1.1328
1652,OTU1652,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,FJ444989.1.1450
1096,OTU1096,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,AB735546.1.1462
757,OTU757,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061436.1.1445
798,OTU798,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ377787.1.1230
348,OTU348,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,JN233016.1.1438
514,OTU514,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,CP001650.759240.760762
1043,OTU1043,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY663974.1.1239
1273,OTU1273,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061418.1.1459
494,OTU494,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674163.1.1495
1282,OTU1282,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061414.1.1410
1015,OTU1015,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,EU795202.6061.7596
704,OTU704,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,DQ513029.1.1499
690,OTU690,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672405.1.1502
2792,OTU2792,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GU001892.1.1497
1039,OTU1039,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,JQ218646.1.1493
398,OTU398,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673461.1.1475
1214,OTU1214,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673284.1.1501
458,OTU458,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673606.1.1474
2186,OTU2186,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,AJ440215.1.1556
1086,OTU1086,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AY628694.1.1536
577,OTU577,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF574718.1.1497
1111,OTU1111,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,AM941171.1.1407
828,OTU828,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,HM057641.1.1455
378,OTU378,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,EF572288.1.1498
341,OTU341,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802924.1.1499
842,OTU842,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,FQ032823.12062.13572
