Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,SILVA138_updated_classification,Name,Ecologically_relevant_classification,Ecologically_relevant_classification_aggregated,Ecologically_relevant_classification_aggregated_notes
2647,OTU2647,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AF045560.1.1449,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
3371,OTU3371,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AM111033.1.1494,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2778,OTU2778,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AM111094.1.1500,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2516,OTU2516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AM944022.1.1520,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2688,OTU2688,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY028199.1.1448,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1655,OTU1655,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY576713.1.1487,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1895,OTU1895,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664275.1.1237,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1005,OTU1005,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726882.1.1244,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
791,OTU791,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ492738.1.1429,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2101,OTU2101,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ520891.1.1418,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1551,OTU1551,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ677306.1.1446,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1156,OTU1156,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF061450.1.1442,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1505,OTU1505,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF151229.1.1453,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1178,OTU1178,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF194102.1.1428,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2217,OTU2217,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF199931.1.1473,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
932,OTU932,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF575316.1.1499,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1343,OTU1343,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584014.1.1439,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2896,OTU2896,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584015.1.1461,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2564,OTU2564,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584090.1.1428,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1023,OTU1023,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584092.1.1434,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2255,OTU2255,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF584102.1.1469,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2917,OTU2917,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EU050780.1.1423,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1132,OTU1132,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EU136629.1.1439,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2490,OTU2490,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ200648.1.1503,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2187,OTU2187,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ494890.1.1458,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2264,OTU2264,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497481.1.1464,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1536,OTU1536,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ626887.1.1400,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1577,OTU1577,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ825894.1.1440,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1170,OTU1170,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ826102.1.1440,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2022,OTU2022,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GQ377776.1.1254,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1829,OTU1829,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108551.1.1401,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1366,OTU1366,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108553.1.1390,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2039,OTU2039,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108554.1.1400,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2702,OTU2702,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,HM142467.1.1498,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2190,OTU2190,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JF173531.1.1357,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1838,OTU1838,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JN177654.1.1494,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1878,OTU1878,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JQ753117.1.1499,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2480,OTU2480,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JQ904728.1.1440,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
924,OTU924,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436383.1.1402,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2088,OTU2088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436391.1.1275,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1088,OTU1088,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ396017.1.1548,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1567,OTU1567,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726966.1.1272,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
3256,OTU3256,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY723742.1.1419,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
578,OTU578,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664277.1.1248,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2521,OTU2521,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497422.1.1440,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1650,OTU1650,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497426.1.1505,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1052,OTU1052,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726953.1.1250,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1069,OTU1069,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GQ377796.1.1243,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
3019,OTU3019,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GU108560.1.1408,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
3005,OTU3005,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,DQ396343.1.1478,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1594,OTU1594,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AHCC01000059.1.1362,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1834,OTU1834,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664286.1.1235,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1901,OTU1901,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664287.1.1272,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1783,OTU1783,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,JX436398.1.1386,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
1788,OTU1788,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726970.1.1273,,g_Pseudoalteromonas,Pseudoalteromonas,Alteromonadales,
2231,OTU2231,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,AM183347.1.1476,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera;,g_Rheinheimera,Rheinheimera (Alteromonadales),Alteromonadales,
2895,OTU2895,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,DQ116002.1.1486,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera;,g_Rheinheimera,Rheinheimera (Alteromonadales),Alteromonadales,
1111,OTU1111,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,AM941171.1.1407,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;,g_Salinimonas,Salinimonas (Alteromonadales),Alteromonadales,
1406,OTU1406,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,FM992724.1.1457,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;,g_Alteromonas,Salinimonas (Alteromonadales),Alteromonadales,
1772,OTU1772,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,uncultured,AY856363.1.1409,Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;uncultured;,g_uncultured,Halobacteriales (Archaea),Archaea-other,
1576,OTU1576,Archaea,Thaumarchaeota,F9P122000-Arc-2-E02,,,,JQ221038.1.914,Archaea;Crenarchaeota;Nitrososphaeria;Marine Benthic Group A;,c_F9P122000-Arc-2-E02,Marine Benthic Group A (Archaea),Archaea-other,
1897,OTU1897,Archaea,Thaumarchaeota,Marine Benthic Group A,,,,AB193994.1.1472,Archaea;Crenarchaeota;Nitrososphaeria;Marine Benthic Group A;,c_Marine Benthic Group A,Marine Benthic Group A (Archaea),Archaea-other,
1423,OTU1423,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Deep Sea Hydrothermal Vent Gp 6(DHVEG-6),,AACY020254990.1.1246,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;,f_Deep Sea Hydrothermal Vent Gp 6(DHVEG-6),Woesearchaeales,Archaea-other,
1899,OTU1899,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,marine group,CP001842.3507.4983,Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Atelocyanobacterium (UCYN-A);,g_marine group,Atelocyanobacterium (UCYN-A),Atelocyanobacterium (UCYN-A),
4014,OTU4014,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,AJ810559.1.1432,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;uncultured;,g_Arcobacter,Arcobacter (Campylobacteria),Bacteria-other,
3172,OTU3172,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,HM057677.1.1487,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;uncultured;,g_Arcobacter,Arcobacter (Campylobacteria),Bacteria-other,
3641,OTU3641,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,HM057681.1.1486,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;uncultured;,g_Arcobacter,Arcobacter (Campylobacteria),Bacteria-other,
3803,OTU3803,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,HM057798.1.1502,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;uncultured;,g_Arcobacter,Arcobacter (Campylobacteria),Bacteria-other,
85,OTU85,Bacteria,Proteobacteria,ARKICE-90,,,,JN832930.1.1413,,c_ARKICE-90,ARKICE-90 (Proteobacteria),Bacteria-other,
999,OTU999,Bacteria,Proteobacteria,Elev-16S-509,,,,EF575095.1.1460,,c_Elev-16S-509,Elev-16S-509 (Proteobacteria),Bacteria-other,
1312,OTU1312,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,HQ673034.1.1523,Bacteria;Gemmatimonadota;BD2-11 terrestrial group;,o_BD2-11 terrestrial group,Gemmatimonadota,Bacteria-other,
783,OTU783,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,HQ674222.1.1525,Bacteria;Gemmatimonadota;BD2-11 terrestrial group;,o_BD2-11 terrestrial group,Gemmatimonadota,Bacteria-other,
1140,OTU1140,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,JN166233.1.1526,Bacteria;Gemmatimonadota;BD2-11 terrestrial group;,o_BD2-11 terrestrial group,Gemmatimonadota,Bacteria-other,
1663,OTU1663,Bacteria,Proteobacteria,TA18,,,,EF575141.1.1448,,c_TA18,TA18 (Proteobacteria),Bacteria-other,
726,OTU726,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,EU800621.1.1499,,g_Thiobacillus,Thiobacillus (Hydrogenophilales),Bacteria-other,
1022,OTU1022,Bacteria,Bacteroidetes,Cytophagia,Order III Incertae Sedis,Family Incertae Sedis,Balneola,HM057801.1.1519,Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Balneola;,g_Balneola,Balneola (Bacteroidota),Bacteroidota-other,
4709,OTU4709,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,GQ347704.1.1365,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;,g_uncultured,Chitinophagales (Bacteroidota),Bacteroidota-other,
1318,OTU1318,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,EF574353.1.1482,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;,g_OM27 clade,Bacteriovoracaceae (Bdellovibrionota; OM27 clade),Bdellovibrionota,
936,OTU936,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,FJ745211.1.1387,Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;,f_Bacteriovoracaceae,Bacteriovoracaceae (Bdellovibrionota),Bdellovibrionota,
1573,OTU1573,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,EF572378.1.1516,Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured;,g_uncultured,Bacteriovoracaceae (Bdellovibrionota),Bdellovibrionota,
1206,OTU1206,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,JN233132.1.1477,Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured;,g_uncultured,Bacteriovoracaceae (Bdellovibrionota),Bdellovibrionota,
868,OTU868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,EU802820.1.1447,,g_Achromobacter,Achromobacter (Burkholderiales),Burkholderiales,Possible kit-ome contaminant
1393,OTU1393,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,EU800996.1.1423,,g_uncultured,Comamonadaceae (Burkholderiales),Burkholderiales,Possible kit-ome contaminant
4410,OTU4410,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,HQ754131.1.1450,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;,g_Leptothrix,Ideonella (Burkholderiales),Burkholderiales,Possible kit-ome contaminant
1813,OTU1813,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,OM43 clade,FR684189.1.1465,,g_OM43 clade,OM43 clade (Burkholderiales),Burkholderiales,Possible kit-ome contaminant
219,OTU219,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,EU800186.1.1306,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;,g_Polynucleobacter,Polynucleobacter (Burkholderiales),Burkholderiales,Possible kit-ome contaminant
1302,OTU1302,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,EU800869.1.1427,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;,g_Polynucleobacter,Polynucleobacter (Burkholderiales),Burkholderiales,Possible kit-ome contaminant
968,OTU968,Bacteria,Cyanobacteria,Chloroplast,,,,AACY020080403.492.1950,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,c_Chloroplast,Chloroplast (unclassified),Chloroplast (unclassified),
